session_id,user_id,session_start,session_end,platform,country
s_3619,1361,2025-12-17 18:00:00,2025-12-17 18:08:00,web,DE
s_840,318,2025-11-07 13:56:00,2025-11-07 14:03:00,web,BR
s_4597,1718,2025-12-08 13:40:00,2025-12-08 14:00:00,web,US
s_4982,1854,2025-12-13 15:00:00,2025-12-13 15:06:00,web,IN
s_142,51,2025-12-23 21:00:00,2025-12-23 21:12:00,web,BR
s_6681,2478,2025-12-08 11:00:00,2025-12-08 11:09:00,desktop,AU
s_1378,537,2025-12-14 00:00:00,2025-12-14 00:02:00,web,US
s_3675,1387,2025-12-06 22:00:00,2025-12-06 22:12:00,web,IN
s_7550,2795,2025-11-24 14:13:00,2025-11-24 14:19:00,desktop,US
s_7933,2938,2025-11-26 07:00:00,2025-11-26 07:12:00,desktop,AU
s_4742,1767,2025-12-05 19:00:00,2025-12-05 19:09:00,web,SG
s_3809,1432,2025-11-25 14:15:00,2025-11-25 14:20:00,desktop,JP
s_1139,433,2025-11-26 20:00:00,2025-11-26 20:06:00,desktop,US
s_2258,865,2025-11-28 16:55:00,2025-11-28 17:01:00,desktop,IN
s_1788,694,2025-12-20 08:43:00,2025-12-20 08:53:00,web,SG
s_3939,1479,2025-12-09 14:00:00,2025-12-09 14:12:00,desktop,US
s_5447,2035,2025-12-03 10:26:00,2025-12-03 10:37:00,web,IN
s_7453,2760,2025-11-12 16:30:00,2025-11-12 16:41:00,web,BR
s_460,175,2025-12-12 23:52:00,2025-12-12 23:58:00,web,US
s_7725,2859,2025-11-02 16:25:00,2025-11-02 16:32:00,web,DE
s_949,359,2025-12-22 15:00:00,2025-12-22 15:08:00,desktop,AU
s_3701,1396,2025-12-13 18:23:00,2025-12-13 18:34:00,web,IN
s_1337,520,2025-12-12 14:14:00,2025-12-12 14:26:00,desktop,IN
s_4629,1730,2025-11-26 22:00:00,2025-11-26 22:03:00,desktop,IN
s_6444,2391,2025-12-17 19:08:00,2025-12-17 19:31:00,desktop,IN
s_1603,629,2025-12-01 09:27:00,2025-12-01 09:33:00,desktop,DE
s_2239,861,2025-12-08 10:00:00,2025-12-08 10:15:00,desktop,US
s_640,240,2025-12-18 19:36:00,2025-12-18 19:47:00,desktop,SG
s_7812,2893,2025-12-08 00:00:00,2025-12-08 00:03:00,web,BR
s_3831,1438,2025-12-03 08:00:00,2025-12-03 08:06:00,desktop,IN
s_6605,2452,2025-12-24 02:00:00,2025-12-24 02:07:00,desktop,US
s_5600,2094,2025-11-22 05:00:00,2025-11-22 05:17:00,web,US
s_7238,2688,2025-11-17 05:15:00,2025-11-17 05:23:00,web,CA
s_1071,407,2025-11-17 14:34:00,2025-11-17 14:42:00,web,JP
s_156,59,2025-12-07 05:52:00,2025-12-07 05:57:00,web,IN
s_2296,877,2025-12-03 02:00:00,2025-12-03 02:16:00,web,SG
s_5166,1924,2025-11-13 09:00:00,2025-11-13 09:10:00,desktop,US
s_4579,1711,2025-12-08 12:36:00,2025-12-08 12:50:00,web,IN
s_1090,412,2025-12-23 08:00:00,2025-12-23 08:22:00,desktop,US
s_2941,1121,2025-12-17 06:00:00,2025-12-17 06:09:00,web,IN
s_6840,2529,2025-11-07 22:29:00,2025-11-07 22:44:00,web,AU
s_4385,1640,2025-12-20 22:30:00,2025-12-20 22:37:00,desktop,IN
s_931,353,2025-11-30 20:00:00,2025-11-30 20:07:00,web,IN
s_2910,1110,2025-11-21 01:49:00,2025-11-21 01:55:00,desktop,US
s_5214,1945,2025-12-08 23:00:00,2025-12-08 23:24:00,web,IN
s_7425,2751,2025-12-05 03:39:00,2025-12-05 03:45:00,web,IN
s_3248,1229,2025-12-24 16:00:00,2025-12-24 16:21:00,web,GB
s_7353,2726,2025-11-09 09:00:00,2025-11-09 09:05:00,desktop,DE
s_7679,2840,2025-11-24 19:42:00,2025-11-24 19:48:00,desktop,US
s_5938,2216,2025-12-13 12:05:00,2025-12-13 12:07:00,desktop,IN
s_7172,2664,2025-12-01 08:00:00,2025-12-01 08:16:00,desktop,IN
s_6987,2585,2025-12-07 07:10:00,2025-12-07 07:21:00,web,IN
s_7545,2794,2025-11-09 06:17:00,2025-11-09 06:35:00,desktop,IN
s_1699,661,2025-11-20 20:23:00,2025-11-20 20:35:00,web,US
s_7619,2819,2025-11-24 06:42:00,2025-11-24 06:51:00,desktop,IN
s_8050,2983,2025-12-03 20:00:00,2025-12-03 20:07:00,desktop,US
s_6434,2386,2025-11-26 02:00:00,2025-11-26 02:19:00,web,US
s_3832,1438,2025-12-19 01:16:00,2025-12-19 01:24:00,desktop,IN
s_7377,2736,2025-12-08 17:00:00,2025-12-08 17:28:00,desktop,CA
s_7366,2730,2025-11-29 07:29:00,2025-11-29 07:39:00,web,DE
s_986,377,2025-12-14 01:00:00,2025-12-14 01:05:00,desktop,US
s_1822,704,2025-12-22 19:07:00,2025-12-22 19:15:00,web,US
s_7118,2643,2025-12-08 16:00:00,2025-12-08 16:14:00,desktop,CA
s_588,220,2025-12-25 09:11:00,2025-12-25 09:14:00,web,IN
s_7720,2858,2025-11-23 07:53:00,2025-11-23 08:02:00,web,IN
s_5624,2104,2025-12-02 08:00:00,2025-12-02 08:13:00,desktop,SG
s_7371,2732,2025-11-19 01:00:00,2025-11-19 01:13:00,desktop,GB
s_8045,2981,2025-12-01 18:24:00,2025-12-01 18:27:00,web,GB
s_6969,2578,2025-12-17 18:56:00,2025-12-17 19:04:00,desktop,US
s_6424,2381,2025-12-11 14:00:00,2025-12-11 14:03:00,web,US
s_3558,1338,2025-12-11 07:37:00,2025-12-11 08:02:00,web,IN
s_1396,543,2025-12-23 16:40:00,2025-12-23 16:49:00,desktop,US
s_265,106,2025-12-12 04:00:00,2025-12-12 04:11:00,web,DE
s_3548,1334,2025-12-26 08:00:00,2025-12-26 08:09:00,web,BR
s_5071,1889,2025-12-05 02:00:00,2025-12-05 02:11:00,web,AU
s_7389,2740,2025-12-13 17:18:00,2025-12-13 17:25:00,desktop,US
s_6144,2287,2025-12-24 02:00:00,2025-12-24 02:11:00,desktop,AU
s_3865,1450,2025-12-08 03:17:00,2025-12-08 03:30:00,web,CA
s_6715,2488,2025-12-13 22:00:00,2025-12-13 22:10:00,web,IN
s_2401,920,2025-12-15 22:11:00,2025-12-15 22:19:00,web,US
s_7811,2893,2025-12-18 05:51:00,2025-12-18 05:57:00,web,BR
s_3712,1399,2025-12-20 20:24:00,2025-12-20 20:27:00,web,CA
s_247,99,2025-12-21 01:25:00,2025-12-21 01:30:00,web,CA
s_1595,625,2025-11-26 14:00:00,2025-11-26 14:15:00,web,BR
s_7866,2911,2025-12-16 22:06:00,2025-12-16 22:09:00,desktop,AU
s_5475,2047,2025-12-10 20:39:00,2025-12-10 20:50:00,desktop,US
s_924,350,2025-12-06 12:22:00,2025-12-06 12:51:00,web,US
s_5195,1937,2025-12-02 03:32:00,2025-12-02 03:58:00,desktop,BR
s_7519,2784,2025-12-08 18:00:00,2025-12-08 18:05:00,desktop,IN
s_670,251,2025-11-10 14:00:00,2025-11-10 14:08:00,web,US
s_3605,1354,2025-12-25 03:04:00,2025-12-25 03:20:00,desktop,SG
s_1911,736,2025-12-15 06:00:00,2025-12-15 06:05:00,desktop,IN
s_5649,2114,2025-12-18 07:00:00,2025-12-18 07:17:00,web,US
s_3959,1485,2025-12-11 00:33:00,2025-12-11 00:40:00,web,US
s_2697,1035,2025-10-31 19:00:00,2025-10-31 19:04:00,desktop,AU
s_2592,998,2025-11-03 15:39:00,2025-11-03 15:45:00,desktop,BR
s_1782,693,2025-11-21 22:00:00,2025-11-21 22:04:00,desktop,IN
s_3014,1147,2025-12-23 18:44:00,2025-12-23 18:49:00,desktop,IN
s_2308,882,2025-11-29 16:00:00,2025-11-29 16:15:00,desktop,BR
s_7248,2691,2025-12-12 14:51:00,2025-12-12 15:04:00,desktop,US
s_3691,1393,2025-12-22 00:09:00,2025-12-22 00:20:00,desktop,SG
s_688,259,2025-11-24 06:30:00,2025-11-24 06:37:00,web,SG
s_613,231,2025-12-09 08:00:00,2025-12-09 08:17:00,desktop,IN
s_3201,1213,2025-12-21 21:35:00,2025-12-21 21:41:00,desktop,BR
s_2268,866,2025-11-24 19:00:00,2025-11-24 19:09:00,desktop,IN
s_7759,2869,2025-11-21 19:59:00,2025-11-21 20:15:00,desktop,IN
s_6154,2290,2025-12-22 11:41:00,2025-12-22 11:48:00,web,US
s_1899,733,2025-11-29 16:00:00,2025-11-29 16:04:00,web,US
s_6035,2248,2025-12-11 15:00:00,2025-12-11 15:11:00,web,IN
s_259,104,2025-11-21 23:00:00,2025-11-21 23:05:00,desktop,IN
s_2925,1115,2025-11-25 20:00:00,2025-11-25 20:03:00,desktop,US
s_2823,1076,2025-12-17 18:03:00,2025-12-17 18:09:00,desktop,GB
s_3340,1259,2025-11-01 10:23:00,2025-11-01 10:32:00,web,AU
s_3526,1330,2025-12-15 06:46:00,2025-12-15 07:02:00,desktop,GB
s_4564,1706,2025-11-23 01:44:00,2025-11-23 01:47:00,desktop,US
s_2286,874,2025-11-29 10:27:00,2025-11-29 10:38:00,web,US
s_6835,2526,2025-12-02 04:45:00,2025-12-02 05:04:00,web,US
s_485,185,2025-12-01 16:48:00,2025-12-01 16:52:00,desktop,JP
s_2212,853,2025-11-24 05:33:00,2025-11-24 05:43:00,desktop,DE
s_7376,2735,2025-12-21 03:00:00,2025-12-21 03:15:00,web,US
s_2556,981,2025-12-21 22:04:00,2025-12-21 22:07:00,desktop,DE
s_8,3,2025-12-04 09:00:00,2025-12-04 09:05:00,desktop,JP
s_3658,1380,2025-12-17 04:11:00,2025-12-17 04:17:00,web,SG
s_6856,2534,2025-11-30 00:11:00,2025-11-30 00:22:00,desktop,IN
s_4403,1649,2025-12-09 12:00:00,2025-12-09 12:06:00,desktop,US
s_2427,931,2025-11-17 20:28:00,2025-11-17 20:37:00,web,US
s_1815,702,2025-12-24 18:25:00,2025-12-24 18:44:00,desktop,IN
s_7529,2787,2025-12-23 16:00:00,2025-12-23 16:10:00,web,GB
s_2275,869,2025-12-15 13:00:00,2025-12-15 13:07:00,web,CA
s_1012,384,2025-12-15 22:00:00,2025-12-15 22:09:00,web,US
s_5483,2053,2025-11-22 17:45:00,2025-11-22 17:49:00,desktop,DE
s_1068,405,2025-11-18 01:59:00,2025-11-18 02:01:00,web,IN
s_1992,766,2025-11-24 00:00:00,2025-11-24 00:05:00,web,SG
s_3971,1487,2025-12-07 01:47:00,2025-12-07 01:55:00,web,CA
s_5762,2155,2025-12-11 19:36:00,2025-12-11 19:46:00,web,US
s_7054,2619,2025-12-13 13:00:00,2025-12-13 13:07:00,desktop,US
s_3868,1450,2025-11-30 22:00:00,2025-11-30 22:07:00,web,CA
s_7223,2683,2025-11-04 14:36:00,2025-11-04 14:41:00,web,DE
s_3049,1158,2025-12-16 00:00:00,2025-12-16 00:14:00,desktop,US
s_782,297,2025-12-06 16:00:00,2025-12-06 16:15:00,desktop,US
s_7854,2905,2025-12-09 00:27:00,2025-12-09 00:31:00,desktop,SG
s_1750,682,2025-11-15 02:54:00,2025-11-15 03:15:00,desktop,IN
s_2792,1068,2025-11-12 00:37:00,2025-11-12 00:54:00,desktop,US
s_1092,413,2025-12-22 19:00:00,2025-12-22 19:17:00,web,GB
s_5598,2093,2025-11-04 23:00:00,2025-11-04 23:04:00,desktop,IN
s_6838,2527,2025-12-05 15:56:00,2025-12-05 16:04:00,desktop,CA
s_6887,2547,2025-11-29 02:40:00,2025-11-29 02:49:00,desktop,SG
s_6565,2436,2025-12-09 12:06:00,2025-12-09 12:20:00,web,JP
s_2609,1006,2025-11-30 22:00:00,2025-11-30 22:18:00,web,US
s_6634,2461,2025-12-25 13:00:00,2025-12-25 13:07:00,web,IN
s_2291,876,2025-12-06 23:32:00,2025-12-06 23:41:00,web,US
s_1728,672,2025-12-17 05:00:00,2025-12-17 05:05:00,desktop,US
s_611,231,2025-12-20 02:39:00,2025-12-20 02:49:00,desktop,IN
s_4667,1743,2025-12-08 22:09:00,2025-12-08 22:26:00,desktop,US
s_344,131,2025-11-16 02:00:00,2025-11-16 02:04:00,web,IN
s_5665,2119,2025-11-01 01:00:00,2025-11-01 01:07:00,desktop,DE
s_6312,2339,2025-12-01 12:29:00,2025-12-01 12:44:00,web,US
s_3751,1412,2025-11-09 16:40:00,2025-11-09 16:49:00,web,SG
s_5799,2168,2025-12-10 00:36:00,2025-12-10 00:45:00,desktop,IN
s_7065,2624,2025-12-18 16:00:00,2025-12-18 16:12:00,desktop,US
s_3216,1219,2025-12-07 23:44:00,2025-12-07 23:53:00,web,SG
s_98,35,2025-12-24 13:00:00,2025-12-24 13:09:00,desktop,IN
s_5094,1900,2025-12-07 14:00:00,2025-12-07 14:05:00,web,IN
s_1538,602,2025-11-09 06:00:00,2025-11-09 06:04:00,web,SG
s_3589,1348,2025-12-11 16:13:00,2025-12-11 16:16:00,desktop,US
s_3649,1376,2025-12-18 02:01:00,2025-12-18 02:10:00,web,US
s_6441,2389,2025-12-03 02:00:00,2025-12-03 02:36:00,desktop,US
s_5018,1867,2025-12-13 01:54:00,2025-12-13 02:05:00,desktop,US
s_1518,593,2025-11-10 12:43:00,2025-11-10 12:49:00,desktop,AU
s_7125,2646,2025-11-13 07:00:00,2025-11-13 07:08:00,web,US
s_4625,1729,2025-12-11 07:00:00,2025-12-11 07:09:00,web,JP
s_4273,1588,2025-12-07 04:47:00,2025-12-07 04:57:00,web,BR
s_3670,1385,2025-11-28 10:00:00,2025-11-28 10:03:00,web,US
s_2091,806,2025-12-06 16:54:00,2025-12-06 16:58:00,web,IN
s_573,215,2025-12-02 18:00:00,2025-12-02 18:10:00,web,IN
s_7361,2729,2025-11-17 14:19:00,2025-11-17 14:27:00,web,IN
s_6134,2284,2025-11-30 13:38:00,2025-11-30 13:48:00,desktop,SG
s_6717,2488,2025-12-13 07:00:00,2025-12-13 07:18:00,web,IN
s_3063,1163,2025-11-11 15:00:00,2025-11-11 15:12:00,web,US
s_6346,2350,2025-12-14 20:45:00,2025-12-14 21:00:00,desktop,SG
s_5908,2205,2025-12-06 16:00:00,2025-12-06 16:16:00,web,SG
s_5266,1963,2025-12-12 15:00:00,2025-12-12 15:03:00,web,SG
s_7960,2950,2025-12-20 14:00:00,2025-12-20 14:09:00,web,SG
s_7610,2816,2025-12-19 22:04:00,2025-12-19 22:12:00,desktop,IN
s_4480,1676,2025-12-18 07:51:00,2025-12-18 07:57:00,desktop,GB
s_371,143,2025-12-06 15:31:00,2025-12-06 15:39:00,web,IN
s_1939,746,2025-12-17 23:00:00,2025-12-17 23:07:00,desktop,GB
s_6643,2466,2025-11-06 13:00:00,2025-11-06 13:08:00,desktop,GB
s_6984,2584,2025-11-18 16:03:00,2025-11-18 16:11:00,desktop,SG
s_3671,1385,2025-12-23 20:37:00,2025-12-23 20:48:00,web,US
s_3653,1379,2025-12-14 20:07:00,2025-12-14 20:14:00,web,IN
s_2362,907,2025-12-10 05:00:00,2025-12-10 05:32:00,desktop,CA
s_4261,1582,2025-12-23 20:37:00,2025-12-23 20:46:00,desktop,BR
s_5460,2042,2025-11-24 21:00:00,2025-11-24 21:03:00,web,BR
s_7294,2706,2025-12-10 15:07:00,2025-12-10 15:09:00,web,US
s_3738,1408,2025-12-10 12:00:00,2025-12-10 12:06:00,desktop,CA
s_4996,1859,2025-12-12 15:00:00,2025-12-12 15:15:00,desktop,CA
s_5588,2089,2025-12-11 05:00:00,2025-12-11 05:05:00,web,SG
s_6884,2544,2025-12-10 01:25:00,2025-12-10 01:30:00,web,GB
s_1172,448,2025-12-23 07:51:00,2025-12-23 07:58:00,web,SG
s_5559,2079,2025-12-26 09:00:00,2025-12-26 09:09:00,web,US
s_1423,553,2025-12-10 11:46:00,2025-12-10 12:11:00,web,AU
s_7263,2696,2025-11-26 23:07:00,2025-11-26 23:16:00,web,JP
s_7786,2882,2025-12-13 01:00:00,2025-12-13 01:07:00,desktop,US
s_5322,1982,2025-12-09 13:00:00,2025-12-09 13:08:00,web,US
s_875,330,2025-12-14 14:17:00,2025-12-14 14:31:00,desktop,GB
s_2298,878,2025-11-30 01:00:00,2025-11-30 01:16:00,desktop,IN
s_2644,1017,2025-12-13 16:01:00,2025-12-13 16:07:00,web,GB
s_7012,2596,2025-12-11 17:57:00,2025-12-11 18:13:00,web,IN
s_841,319,2025-12-19 18:00:00,2025-12-19 18:06:00,web,SG
s_582,218,2025-12-21 13:24:00,2025-12-21 13:28:00,desktop,DE
s_205,78,2025-12-24 05:19:00,2025-12-24 05:24:00,web,US
s_1642,641,2025-11-19 23:31:00,2025-11-19 23:38:00,web,US
s_2015,775,2025-12-09 01:00:00,2025-12-09 01:14:00,web,IN
s_3254,1230,2025-11-28 18:02:00,2025-11-28 18:13:00,web,US
s_5008,1863,2025-11-21 04:19:00,2025-11-21 04:30:00,web,IN
s_906,341,2025-11-21 17:00:00,2025-11-21 17:16:00,desktop,DE
s_632,238,2025-12-06 01:20:00,2025-12-06 01:30:00,desktop,BR
s_5748,2148,2025-11-13 10:54:00,2025-11-13 10:57:00,web,IN
s_5200,1940,2025-11-19 06:21:00,2025-11-19 06:41:00,web,JP
s_1975,761,2025-12-24 03:53:00,2025-12-24 04:02:00,web,DE
s_163,62,2025-11-15 03:32:00,2025-11-15 03:40:00,web,US
s_5528,2068,2025-11-07 17:00:00,2025-11-07 17:24:00,web,DE
s_8098,3000,2025-12-14 17:00:00,2025-12-14 17:10:00,desktop,SG
s_5158,1923,2025-11-26 06:00:00,2025-11-26 06:06:00,web,GB
s_4714,1760,2025-11-26 22:36:00,2025-11-26 22:52:00,desktop,US
s_876,330,2025-12-21 14:42:00,2025-12-21 14:51:00,desktop,GB
s_1432,557,2025-12-05 06:02:00,2025-12-05 06:12:00,desktop,DE
s_4644,1734,2025-12-08 12:35:00,2025-12-08 12:39:00,desktop,US
s_6812,2518,2025-12-09 13:07:00,2025-12-09 13:13:00,web,IN
s_7339,2721,2025-12-18 04:00:00,2025-12-18 04:07:00,web,DE
s_5155,1921,2025-12-01 10:55:00,2025-12-01 11:04:00,desktop,AU
s_2857,1090,2025-12-12 01:30:00,2025-12-12 01:43:00,desktop,SG
s_1862,720,2025-12-16 00:55:00,2025-12-16 01:08:00,desktop,IN
s_2660,1021,2025-12-22 02:55:00,2025-12-22 03:06:00,web,BR
s_3385,1278,2025-12-25 19:00:00,2025-12-25 19:12:00,desktop,US
s_7430,2753,2025-11-29 05:30:00,2025-11-29 05:42:00,web,US
s_7753,2867,2025-11-21 21:00:00,2025-11-21 21:10:00,web,US
s_7537,2791,2025-12-02 23:00:00,2025-12-02 23:15:00,desktop,US
s_4734,1765,2025-12-19 11:08:00,2025-12-19 11:20:00,web,GB
s_3332,1255,2025-11-30 16:00:00,2025-11-30 16:11:00,desktop,BR
s_7751,2867,2025-11-27 11:47:00,2025-11-27 11:59:00,web,US
s_6092,2263,2025-12-15 16:00:00,2025-12-15 16:07:00,desktop,US
s_5650,2115,2025-11-30 12:00:00,2025-11-30 12:08:00,web,IN
s_2097,807,2025-12-19 23:00:00,2025-12-19 23:24:00,desktop,DE
s_2004,772,2025-12-13 03:00:00,2025-12-13 03:06:00,web,DE
s_6703,2486,2025-12-24 17:00:00,2025-12-24 17:05:00,web,SG
s_547,206,2025-11-20 04:40:00,2025-11-20 04:52:00,desktop,US
s_1450,565,2025-11-27 12:30:00,2025-11-27 12:40:00,web,IN
s_6342,2347,2025-12-19 05:19:00,2025-12-19 05:26:00,desktop,IN
s_2611,1007,2025-12-03 06:00:00,2025-12-03 06:09:00,desktop,SG
s_1901,734,2025-12-20 20:28:00,2025-12-20 20:39:00,web,CA
s_6991,2588,2025-12-16 07:26:00,2025-12-16 07:34:00,desktop,DE
s_2758,1054,2025-12-08 09:00:00,2025-12-08 09:06:00,web,IN
s_1886,730,2025-11-25 22:43:00,2025-11-25 22:55:00,web,GB
s_7821,2894,2025-11-30 05:18:00,2025-11-30 05:28:00,desktop,US
s_2098,807,2025-12-21 07:00:00,2025-12-21 07:02:00,desktop,DE
s_8044,2981,2025-11-23 09:15:00,2025-11-23 09:23:00,web,GB
s_7270,2698,2025-12-15 15:24:00,2025-12-15 15:32:00,web,SG
s_837,317,2025-12-09 19:55:00,2025-12-09 19:58:00,desktop,IN
s_3472,1310,2025-12-25 10:43:00,2025-12-25 10:50:00,desktop,US
s_4698,1753,2025-11-15 20:38:00,2025-11-15 20:47:00,web,DE
s_6438,2387,2025-12-14 09:36:00,2025-12-14 09:54:00,web,DE
s_2172,835,2025-11-29 13:13:00,2025-11-29 13:20:00,web,IN
s_6953,2571,2025-11-22 22:24:00,2025-11-22 22:30:00,desktop,US
s_6886,2546,2025-11-19 09:00:00,2025-11-19 09:14:00,desktop,SG
s_399,152,2025-12-09 21:05:00,2025-12-09 21:08:00,desktop,BR
s_2011,775,2025-12-21 14:16:00,2025-12-21 14:33:00,web,IN
s_7773,2875,2025-12-09 10:00:00,2025-12-09 10:04:00,desktop,IN
s_1284,496,2025-12-15 11:38:00,2025-12-15 11:45:00,web,CA
s_5713,2134,2025-11-22 11:00:00,2025-11-22 11:06:00,web,SG
s_5921,2209,2025-11-10 17:00:00,2025-11-10 17:11:00,web,SG
s_4257,1580,2025-12-07 12:39:00,2025-12-07 12:51:00,web,BR
s_1837,710,2025-12-05 13:48:00,2025-12-05 14:02:00,web,SG
s_1020,386,2025-12-25 23:07:00,2025-12-25 23:12:00,web,SG
s_1327,514,2025-12-14 02:00:00,2025-12-14 02:07:00,desktop,CA
s_5026,1870,2025-12-03 23:00:00,2025-12-03 23:03:00,web,IN
s_476,182,2025-10-31 15:00:00,2025-10-31 15:06:00,web,JP
s_2811,1074,2025-12-04 07:52:00,2025-12-04 07:54:00,desktop,BR
s_6081,2259,2025-11-16 22:00:00,2025-11-16 22:14:00,web,CA
s_1652,644,2025-11-10 11:00:00,2025-11-10 11:06:00,web,BR
s_7511,2784,2025-12-10 07:00:00,2025-12-10 07:06:00,desktop,IN
s_6913,2557,2025-11-20 23:00:00,2025-11-20 23:07:00,desktop,BR
s_2529,968,2025-11-11 09:00:00,2025-11-11 09:16:00,desktop,SG
s_1207,460,2025-12-18 07:55:00,2025-12-18 08:06:00,desktop,IN
s_5267,1963,2025-12-12 15:00:00,2025-12-12 15:10:00,web,SG
s_7171,2663,2025-12-24 11:00:00,2025-12-24 11:08:00,web,DE
s_6228,2311,2025-12-18 13:26:00,2025-12-18 13:43:00,desktop,US
s_5112,1908,2025-11-29 17:01:00,2025-11-29 17:07:00,desktop,DE
s_868,327,2025-12-06 20:22:00,2025-12-06 20:29:00,desktop,US
s_2975,1129,2025-12-25 02:26:00,2025-12-25 02:30:00,web,DE
s_542,205,2025-11-26 22:00:00,2025-11-26 22:05:00,web,IN
s_1133,432,2025-12-12 22:44:00,2025-12-12 23:01:00,web,US
s_7840,2902,2025-12-06 20:00:00,2025-12-06 20:10:00,desktop,GB
s_6383,2364,2025-11-19 16:00:00,2025-11-19 16:15:00,desktop,BR
s_3391,1282,2025-12-17 11:27:00,2025-12-17 11:41:00,web,IN
s_5826,2178,2025-11-29 23:00:00,2025-11-29 23:17:00,desktop,CA
s_2963,1126,2025-11-23 07:00:00,2025-11-23 07:04:00,web,US
s_4156,1544,2025-11-08 21:00:00,2025-11-08 21:13:00,web,BR
s_3260,1232,2025-12-16 15:12:00,2025-12-16 15:16:00,desktop,US
s_5261,1960,2025-12-09 09:00:00,2025-12-09 09:07:00,desktop,US
s_7994,2962,2025-11-28 03:16:00,2025-11-28 03:24:00,desktop,US
s_2584,996,2025-11-29 03:04:00,2025-11-29 03:09:00,web,CA
s_2814,1075,2025-12-25 17:00:00,2025-12-25 17:15:00,web,US
s_6280,2328,2025-10-30 20:26:00,2025-10-30 20:37:00,desktop,IN
s_7013,2596,2025-12-08 08:00:00,2025-12-08 08:06:00,web,IN
s_5578,2085,2025-11-21 15:00:00,2025-11-21 15:11:00,desktop,US
s_3587,1346,2025-12-20 04:30:00,2025-12-20 04:38:00,web,BR
s_6949,2570,2025-12-19 18:00:00,2025-12-19 18:04:00,web,US
s_7258,2694,2025-11-18 12:00:00,2025-11-18 12:12:00,desktop,IN
s_7062,2622,2025-12-17 09:00:00,2025-12-17 09:20:00,desktop,IN
s_2631,1013,2025-12-21 12:00:00,2025-12-21 12:11:00,web,CA
s_6481,2406,2025-11-27 05:38:00,2025-11-27 05:45:00,desktop,IN
s_5167,1924,2025-11-28 01:49:00,2025-11-28 02:04:00,desktop,US
s_5037,1877,2025-12-16 21:32:00,2025-12-16 21:43:00,desktop,AU
s_1081,409,2025-12-18 12:00:00,2025-12-18 12:05:00,web,GB
s_4284,1591,2025-12-03 17:00:00,2025-12-03 17:05:00,desktop,SG
s_2086,806,2025-12-21 08:25:00,2025-12-21 08:32:00,web,IN
s_2453,938,2025-12-18 00:00:00,2025-12-18 00:10:00,desktop,IN
s_4967,1849,2025-12-15 23:00:00,2025-12-15 23:16:00,desktop,BR
s_2024,779,2025-12-04 21:00:00,2025-12-04 21:06:00,web,JP
s_5352,1994,2025-12-24 07:26:00,2025-12-24 07:38:00,web,US
s_6220,2308,2025-12-11 17:54:00,2025-12-11 18:00:00,web,GB
s_227,89,2025-12-20 21:17:00,2025-12-20 21:25:00,desktop,CA
s_1014,384,2025-12-14 23:00:00,2025-12-14 23:08:00,web,US
s_1930,741,2025-12-25 07:18:00,2025-12-25 07:26:00,web,CA
s_5717,2135,2025-12-04 19:00:00,2025-12-04 19:07:00,desktop,US
s_1405,544,2025-12-01 13:00:00,2025-12-01 13:08:00,desktop,US
s_2180,837,2025-12-17 19:00:00,2025-12-17 19:05:00,web,US
s_698,264,2025-12-11 17:40:00,2025-12-11 17:50:00,web,SG
s_1125,428,2025-12-16 12:00:00,2025-12-16 12:06:00,desktop,DE
s_3896,1464,2025-11-29 03:00:00,2025-11-29 03:06:00,desktop,US
s_1779,691,2025-11-12 02:00:00,2025-11-12 02:09:00,desktop,US
s_6472,2403,2025-12-12 23:56:00,2025-12-13 00:08:00,desktop,IN
s_2635,1014,2025-11-12 18:25:00,2025-11-12 18:37:00,desktop,US
s_3490,1314,2025-12-17 06:29:00,2025-12-17 06:38:00,desktop,IN
s_1038,392,2025-11-15 23:00:00,2025-11-15 23:06:00,desktop,US
s_2257,865,2025-12-21 06:52:00,2025-12-21 06:58:00,desktop,IN
s_5423,2024,2025-12-21 15:53:00,2025-12-21 16:03:00,desktop,US
s_8003,2965,2025-12-13 08:00:00,2025-12-13 08:07:00,web,IN
s_314,120,2025-11-23 08:00:00,2025-11-23 08:09:00,web,SG
s_2650,1019,2025-12-18 02:00:00,2025-12-18 02:04:00,desktop,US
s_2282,873,2025-11-29 01:00:00,2025-11-29 01:16:00,desktop,IN
s_6013,2242,2025-12-08 05:33:00,2025-12-08 05:57:00,desktop,US
s_2548,977,2025-11-26 18:00:00,2025-11-26 18:07:00,web,IN
s_2160,832,2025-11-21 21:53:00,2025-11-21 22:00:00,web,JP
s_3138,1193,2025-12-06 16:45:00,2025-12-06 17:03:00,web,IN
s_6724,2491,2025-12-10 13:19:00,2025-12-10 13:27:00,web,AU
s_3968,1487,2025-12-24 06:34:00,2025-12-24 06:37:00,web,CA
s_1429,556,2025-12-19 14:01:00,2025-12-19 14:06:00,web,US
s_6932,2564,2025-11-18 17:33:00,2025-11-18 17:39:00,desktop,US
s_2521,965,2025-12-09 06:16:00,2025-12-09 06:21:00,web,US
s_5647,2113,2025-12-07 23:39:00,2025-12-07 23:45:00,desktop,GB
s_5862,2189,2025-12-09 19:00:00,2025-12-09 19:13:00,web,IN
s_7372,2733,2025-12-21 13:34:00,2025-12-21 13:46:00,desktop,US
s_449,172,2025-11-17 19:14:00,2025-11-17 19:28:00,web,GB
